Sno,Date,Day,Hour of Day,Trip Start Time HHMM,Pickup District, DropOff District,Distance Travelled,Trip Duration in Seconds,Trip End Time,Taxi Number,Taxi Type,Taxi Capacity,Number Of Passengers,Trip Fare,Passenger ID,Passenger Name
2609,2-Jan-24,Tue,6,06:11,Chinatown,Killiney,8.5,1305,07:32,SHY0142,Mini Cab,4,1,18.21,11779,Bertha Wang
2610,2-Jan-24,Tue,6,06:11,Serangoon Garden,Braddell ,4.3,578,06:21,SHY2418,Standard,4,2,10.27,10068,Henry Shi
2611,2-Jan-24,Tue,6,06:12,Woodlands,Tengah,23.9,2660,07:55,SHX8432,Mini Cab,4,4,48.5,10431,Sarika Walla
2612,2-Jan-24,Tue,6,06:12,Sentosa,Tiong Bahru,2.3,558,06:22,SHY9585,Standard,4,4,7.23,10146,Sai Merchant
2613,2-Jan-24,Tue,6,06:13,Farrer Park,Eastwood,11,1296,07:33,SHY2275,Maxi Cab,7,5,23.25,11390,Glen Ng
2614,2-Jan-24,Tue,6,06:14,Seletar,Sengkang,1.6,400,06:20,SHX7533,Maxi Cab,7,1,6.45,10157,Frances Tun
2615,2-Jan-24,Tue,6,06:14,Clementi,Springleaf,2.2,424,06:21,SHX3015,Standard,4,1,7.52,10406,Carl Ng
2616,2-Jan-24,Tue,6,06:14,Suntec City,Golden Mile,2,464,06:22,SHY3622,Mini Cab,3,2,7.12,12242,Diana Zheng
2617,2-Jan-24,Tue,6,06:14,North Bridge Road,Katong,17.4,2751,07:59,SHY1493,Limosine,4,2,36.13,12004,Denis Yap
2618,2-Jan-24,Tue,6,06:14,Ponggol,Thomson,3,591,07:23,SHZ3894,Mini Cab,4,2,9.06,12406,Elsie Chee
2619,2-Jan-24,Tue,6,06:15,Redhill,Marine Parade,13,1896,07:45,SHY4510,Standard,4,3,25.29,11800,Cameron Kwon
2620,2-Jan-24,Tue,6,06:15,Hillview,Tanglin,9.3,1114,07:32,SHZ6701,Standard,4,4,16.66,12188,Rodney Cai
2621,2-Jan-24,Tue,6,06:16,Bayshore,Sims,5.8,777,07:28,SHY9157,Mini Cab,4,1,12.61,12321,Malcolm Woon
2622,2-Jan-24,Tue,6,06:16,Hillview,Rocher,13.1,1967,07:48,SHZ4390,Maxi Cab,6,5,26.9,10800,Billy Lau
2623,2-Jan-24,Tue,6,06:17,Bedok,Marina,17.2,2931,07:04,SHY0615,Standard,4,3,33.29,11529,Keith Cheong
2624,2-Jan-24,Tue,6,06:17,Braddell ,Tanjong Pagar,15.1,2654,07:00,SHZ3681,Standard,4,1,28.34,10194,Stanley Kwee
2625,2-Jan-24,Tue,6,06:17,Flora,Clementi Park,31.6,4534,08:31,SHX8463,Limosine,4,2,65.69,12031,Wilfred Ling
2626,2-Jan-24,Tue,6,06:17,Dover,Tampines,25.7,2877,07:04,SHX5521,Limosine,4,3,48.04,11174,Sylvia Gan
2627,2-Jan-24,Tue,6,06:18,Geylang,Thomson,21.4,3118,07:09,SHX1081,Standard,4,4,36.69,10948,Victor Leow
2628,2-Jan-24,Tue,6,06:18,Simei,Sembawang,7.3,1076,07:35,SHY1339,Standard,4,4,17.61,11176,Percy Wong
2629,2-Jan-24,Tue,6,06:18,Flora,Sims,6.6,1320,07:39,SHY6637,Standard,4,3,15.18,11009,Georgia Cheng
2630,2-Jan-24,Tue,6,06:18,Ponggol,Watten Estate,18.1,2675,07:02,SHY3130,Standard,4,2,38.06,11728,Audrey Wu
2631,2-Jan-24,Tue,6,06:19,Balmoral,Changi,22.8,3026,07:09,SHY9000,Mini Cab,4,1,45.64,10428,Zeenat Rahaman
2632,2-Jan-24,Tue,6,06:19,Shenton Way,People’s Park,5.1,955,07:34,SHY1757,Limosine,4,1,12.66,12089,Herbert Yang
2633,2-Jan-24,Tue,6,06:20,Queenstown,Woodlands,7.6,1034,07:36,SHY5241,Standard,4,4,16.28,11951,Thomas Xiang
2634,2-Jan-24,Tue,6,06:20,Chai Chee,Kembangan,4.6,739,07:31,SHY4765,Premier,4,1,11.73,10527,Martyn Hao
2635,2-Jan-24,Tue,6,06:20,Bishan,Bugis,8.7,1126,07:38,SHZ5254,Limosine,4,1,16.42,10566,George Kan
2636,2-Jan-24,Tue,6,06:20,Farrer Park,Sims,7.4,1154,07:39,SHZ8771,Standard,4,1,15.44,10731,Beverley Choi
2637,2-Jan-24,Tue,6,06:21,East Coast,Clementi,26.5,4266,08:30,SHX0791,Standard,4,4,50.35,12151,Edith Lui
2638,2-Jan-24,Tue,6,06:22,Eastwood,Joo Chiat,2.4,523,07:30,SHY2540,Mini Cab,4,2,7.3,10816,Terence Soe
2639,2-Jan-24,Tue,6,06:22,Tiong Bahru,Tengah,15.6,1825,07:51,SHZ7585,Standard,4,3,30.88,11578,Veer Goel
2640,2-Jan-24,Tue,6,06:22,Kew Drive,Changi,4,764,07:34,SHZ0587,Mini Cab,4,1,10.87,10620,Brandon Jong
2641,2-Jan-24,Tue,6,06:22,Raffles Place,Tagore,9.1,1454,07:45,SHX0106,Premier,4,1,18.94,11914,Bethan Mao
2642,2-Jan-24,Tue,6,06:23,Macpherson,Kranji,2.6,559,07:31,SHY1586,Standard,4,1,7.47,11473,Catherine Ee
2643,2-Jan-24,Tue,7,07:23,Keppel,Braddell ,9.5,1227,07:43,SHY3294,Premier,4,4,19.27,11384,Edna Ye
2644,2-Jan-24,Tue,7,07:24,Upper East Coast,Potong Pasir,5.2,768,07:36,SHY8948,Maxi Cab,6,3,13.06,1810,Vanessa Ong
2645,2-Jan-24,Tue,7,07:24,Golden Mile,Loyang,20.8,2704,07:09,SHX5447,Mini Cab,4,4,34.76,11465,Gerard Chen
2646,2-Jan-24,Tue,7,07:24,Clementi Park,East Coast,26.7,3353,07:20,SHY0218,Standard,4,1,48.07,12215,Lal Sawhney
2647,2-Jan-24,Tue,7,07:25,Sentosa,Hong Leong Garden,13.1,1554,07:51,SHY5792,Standard,4,4,23.52,11512,Gregory Chang
2648,2-Jan-24,Tue,7,07:25,Marine Parade,Amber Road,2.1,521,07:33,SHX8996,Limosine,4,2,7.27,10827,Norman Liew
2649,2-Jan-24,Tue,7,07:25,Clementi,Serangoon Garden,19.2,2902,07:13,SHX0907,Standard,4,2,34.79,10689,Rosie Sim
2650,2-Jan-24,Tue,7,07:25,Shenton Way,Flora,21.4,2537,07:07,SHY7440,Standard,4,3,41.39,10147,Roy Liang
2651,2-Jan-24,Tue,7,07:25,Marine Parade,Admiralty Road,5.1,1076,07:43,SHY9485,Standard,4,2,12.51,12009,Gerald Jang
2652,2-Jan-24,Tue,7,07:26,Eastwood,Bukit Batok ,29.5,3188,07:19,SHX7533,Maxi Cab,7,5,59.46,10859,Doris Yeoh
2653,2-Jan-24,Tue,7,07:26,Middle Road,Loyang,19.8,2210,07:03,SHZ1978,Maxi Cab,6,3,35,10148,Cheryl Feng
2654,2-Jan-24,Tue,7,07:26,Braddell,Sentosa,4.8,709,07:38,SHY0376,Standard,4,2,10.38,10645,Dylan Pong
2655,2-Jan-24,Tue,7,07:28,Clementi,Ulu Pandan,2.9,659,07:39,SHY4677,Premier,5,5,8.55,12067,Barrie Yao
2656,2-Jan-24,Tue,7,07:28,Flora,Watten Estate,27.4,4090,08:35,SHY4629,Standard,4,1,49.54,11137,Nicholas Lou
2657,2-Jan-24,Tue,7,07:28,Raffles Place,Simei,18,2318,07:06,SHX8110,Standard,4,1,29.55,7616,Cheong Pei Sian
2658,2-Jan-24,Tue,7,07:28,Bukit Batok ,Tiong Bahru,15.8,2076,07:03,SHX5844,Standard,4,1,30.27,11077,Oliver Xue
2659,2-Jan-24,Tue,7,07:28,Anson,Marina,4.5,795,07:41,SHX1283,Standard,4,1,11,8756,Lu Yun Christine
2660,2-Jan-24,Tue,7,07:28,Redhill,Springleaf,10.3,1803,07:58,SHY0224,Standard,4,1,20.88,10366,Christina Seah
2661,2-Jan-24,Tue,7,07:29,Jurong,Anson,10,1593,07:55,SHZ8877,Standard,4,2,21.03,10841,Paul Guan
2662,2-Jan-24,Tue,7,07:29,East Coast,Suntec City,16.2,1129,07:48,SHY5653,Limosine,4,2,22.1,10753,Lucy Chiu
2663,2-Jan-24,Tue,7,07:29,Rocher,Raffles Place,3,533,07:38,SHZ4361,Premier,4,2,8.88,11133,Matthew Pok
2664,2-Jan-24,Tue,7,07:29,Thomson,Springleaf,16,2730,07:15,SHY8435,Maxi Cab,6,5,31.16,12236,Hamza Farid
2665,2-Jan-24,Tue,7,07:30,Newton,Simei,23.4,3174,08:22,SHX3040,Mini Cab,4,3,43.79,12019,Garry Hua
2666,2-Jan-24,Tue,7,07:30,Dairy Farm,Queenstown,16.5,2048,07:04,SHX4335,Maxi Cab,7,4,32.71,11168,Joan Chen
2667,2-Jan-24,Tue,7,07:30,Sembawang,Kew Drive,6.3,874,07:45,SHY2216,Standard,4,1,13.8,12071,Christopher Phua
2668,2-Jan-24,Tue,7,07:31,Admiralty Drive,Cecil,10.5,1671,07:59,SHX3386,Maxi Cab,6,4,23.23,11137,Nicholas Lou
2669,2-Jan-24,Tue,7,07:31,Boat Quay,Paya Lebar ,11,1764,07:01,SHX6232,Premier,5,2,22.94,10077,Mark He
2670,2-Jan-24,Tue,7,07:32,Novena,Kembangan,19.4,2259,07:09,SHX1402,Premier,4,2,31.7,12288,Ethel Han
2671,2-Jan-24,Tue,7,07:32,Balestier,Yio Chu Kang,2.3,452,07:39,SHX2430,Standard,4,2,7.7,11468,Aaron Qi
2672,2-Jan-24,Tue,7,07:32,Holland Road,Bukit Batok ,8.6,991,07:49,SHX5521,Limosine,4,2,18.41,10513,Frank Low
2673,2-Jan-24,Tue,7,07:33,Upper Thomson,Amber Road,25.4,3365,08:28,SHY4624,Maxi Cab,6,4,48.45,10078,Blanche Cheng
2674,2-Jan-24,Tue,7,07:33,Katong,Orchard Boulevard,21.1,3103,08:23,SHZ4891,Standard,4,2,36.41,10713,Jack Poh
2675,2-Jan-24,Tue,7,07:33,Balmoral,People’s Park,6,806,07:46,SHY2275,Maxi Cab,7,5,13.73,11270,Jordan Kwee
2676,2-Jan-24,Tue,7,07:33,Sims,Tengah,26.4,3137,08:24,SHZ2770,Mini Cab,4,2,43.61,10880,Judith Guo
2677,2-Jan-24,Tue,7,07:33,Redhill,Macpherson,10.1,1395,07:56,SHY4629,Standard,4,3,18.64,10798,Joel Cheng
2678,2-Jan-24,Tue,7,07:33,Jurong,Balmoral,8.7,1523,07:59,SHX5153,Standard,4,2,19.02,11985,Stephen Jiang
2679,2-Jan-24,Tue,7,07:34,Watten Estate,Lim Chu Kang,7.3,1337,07:56,SHY1757,Limosine,4,1,16.79,11438,Leonard Xiang
2680,2-Jan-24,Tue,7,07:34,Clementi Park,Kranji,22,2604,07:17,SHY6459,Standard,4,1,37.39,12099,Lee Peng
2681,2-Jan-24,Tue,7,07:34,Cairnhill,Shenton Way,9.6,1722,07:03,SHX2834,Standard,4,1,22.13,10138,Gemma Pang
2682,2-Jan-24,Tue,7,07:34,Ponggol,Upper Bukit Timah,21.4,2950,08:22,SHX2511,Standard,4,2,40.85,10561,Shane Chan
2683,2-Jan-24,Tue,7,07:35,Harbourfront,Hillview,17.4,2940,08:23,SHZ7952,Standard,4,1,37.96,12311,Max Sim
2684,2-Jan-24,Tue,7,07:35,East Coast,Farrer Park,10.2,983,07:51,SHZ6701,Standard,4,1,18.36,10429,Mark Lwin
2685,2-Jan-24,Tue,7,07:35,Sims,Holland Road,19.3,2121,07:10,SHX7806,Maxi Cab,7,5,38.43,10954,Gloria Poon
2686,2-Jan-24,Tue,7,07:35,Raffles Place,Admiralty Drive,11.9,1973,07:08,SHY9787,Limosine,4,4,25.26,11885,Millicent Tan
2687,2-Jan-24,Tue,7,07:36,Balestier,Choa Chu Kang,20.6,3242,08:29,SHX0354,Standard,4,1,38.74,10089,Caroline Tong
2688,2-Jan-24,Tue,7,07:36,Tengah,Hume Avenue,4.4,840,07:50,SHZ2063,Mini Cab,4,4,11.13,11369,Gwendoline Shang
2689,2-Jan-24,Tue,7,07:36,Anson,Marina,4.6,979,07:53,SHZ8918,Mini Cab,3,3,12.27,11270,Jordan Kwee
2690,2-Jan-24,Tue,7,07:37,Orchard Boulevard,Raffles Place,6.4,1013,07:53,SHY7140,Standard,4,1,14.57,11479,Claude Au
2691,2-Jan-24,Tue,7,07:37,Upper Bukit Timah,Geylang,23.8,3715,08:38,SHY6298,Premier,5,1,45.09,11539,Peter Loh
2692,2-Jan-24,Tue,7,07:37,Ulu Pandan,Raffles Place,11.5,1390,07:01,SHY0965,Standard,4,4,21.74,11831,Andrew Hu
2693,2-Jan-24,Tue,7,07:37,Bayshore,Cecil,15,2329,07:16,SHY2377,Mini Cab,4,1,30.17,11835,Gareth 
2694,2-Jan-24,Tue,7,07:38,Simei,Bukit Batok ,31.7,3817,08:40,SHZ6559,Mini Cab,4,2,53,12219,Ernest Lin
2695,2-Jan-24,Tue,7,07:38,Bukit Timah,City Hall,3.5,805,07:51,SHY9530,Standard,4,1,9.77,10820,Harry Lay
2696,2-Jan-24,Tue,7,07:39,Serangoon Road,River Valley,2.1,536,07:48,SHY8339,Standard,4,3,7.56,11193,Anthony Kai
2697,2-Jan-24,Tue,7,07:41,Kranji,People’s Park,9.8,1227,07:01,SHX9442,Standard,4,1,20.51,10423,David Chow
2698,2-Jan-24,Tue,7,07:41,Bouna Vista,Eunos,22.4,3060,08:31,SHX3643,Standard,4,1,41.28,11877,Akhil Misra
2699,2-Jan-24,Tue,7,07:42,Sentosa,Sungei Gedong,18.7,2950,08:30,SHX2912,Standard,4,1,36.33,12004,Denis Yap
2700,2-Jan-24,Tue,7,07:42,Tanjong Pagar,Simei,22.8,2710,08:26,SHY6405,Standard,4,2,40.36,11656,Joanne Png
2701,2-Jan-24,Tue,7,07:42,Pasir Panjang,Katong,27,2355,07:21,SHY3356,Maxi Cab,6,6,45.73,11248,Pauline Hu
2702,2-Jan-24,Tue,7,07:42,Little India,Eastwood,10.9,1719,07:11,SHY0937,Standard,4,1,21.92,10518,Jay Bera
2703,2-Jan-24,Tue,7,07:43,Bukit Batok ,Chai Chee,27.1,3517,08:40,SHY1314,Standard,4,1,48.52,10363,Malcolm Foo
2704,2-Jan-24,Tue,7,07:43,Boon Lay,Katong,26.7,1895,07:15,SHZ6247,Mini Cab,3,1,48.96,10127,Patricia Tian
2705,2-Jan-24,Tue,7,07:44,Toa Payoh,Tanjong Rhu,8.9,1673,07:12,SHX7005,Standard,4,2,18.62,11931,Julian Aung
2706,2-Jan-24,Tue,7,07:44,Springleaf,Sentosa,12.4,2073,07:19,SHZ3551,Standard,4,1,24.21,11203,Alfred Lau
2707,2-Jan-24,Tue,7,07:44,Tampines,Orchard Boulevard,21.4,2736,08:29,SHX8884,Maxi Cab,7,4,35.08,10559,Lucy Choy
2708,2-Jan-24,Tue,7,07:45,Sengkang,Telok Blangah,7,913,07:00,SHY9774,Standard,4,3,15.1,11665,Alice Seet
2709,2-Jan-24,Tue,7,07:45,Chancery ,Bugis,5.8,1048,07:03,SHY4458,Standard,4,2,14.77,10135,Hazel Kim
2710,2-Jan-24,Tue,7,07:46,Balestier,Beach Road,7.5,950,07:02,SHZ6738,Standard,4,1,17.58,10523,Daniel Xu
2711,2-Jan-24,Tue,7,07:46,Hougang,Chai Chee,8.3,1171,07:06,SHY0270,Mini Cab,3,1,16.82,11077,Oliver Xue
2712,2-Jan-24,Tue,7,07:48,Loyang,Beach Road,20.4,2873,08:35,SHX0588,Maxi Cab,7,5,42.32,10418,Florence Han
2713,2-Jan-24,Tue,7,07:48,Upper Thomson,Dunearn Road,3.1,652,07:59,SHZ6559,Mini Cab,4,1,9.25,11842,Gerard Ni
2714,2-Jan-24,Tue,7,07:48,Yishun,City Hall,13.2,1866,07:19,SHY5810,Standard,4,3,26.27,11407,Anthony Mei
2715,2-Jan-24,Tue,7,07:48,Novena,Novena,1,376,07:55,SHX9696,Standard,4,1,5.6,11483,Frank Chia
2716,2-Jan-24,Tue,7,07:49,Admiralty Drive,Yishun,1.6,477,07:57,SHX4006,Standard,4,4,6.45,10850,Ruth Wan
2717,2-Jan-24,Tue,7,07:49,Moulmein,Tampines,24.6,2796,08:35,SHX1131,Mini Cab,4,4,41.24,10490,Judith Tse
2718,2-Jan-24,Tue,7,07:50,Loyang,Flora,1.3,443,07:57,SHX8982,Mini Cab,4,4,6.26,10126,Matthew Feng
2719,2-Jan-24,Tue,7,07:50,Tiong Bahru,Boon Lay,13.4,2235,08:26,SHZ8314,Standard,4,1,29.66,10849,Keith Li
2720,2-Jan-24,Tue,7,07:50,Suntec City,Dover,10.8,1387,07:13,SHY0745,Standard,4,1,21.75,12188,Rodney Cai
2721,2-Jan-24,Tue,7,07:51,Pasir Ris,Woodgrove,9.2,1361,07:13,SHX9197,Standard,4,3,17.02,12301,Derek See
2722,2-Jan-24,Tue,7,07:51,Cairnhill,Balestier,2.4,582,07:01,SHX7766,Mini Cab,4,2,7.57,10448,Cynthia Cheah
2723,2-Jan-24,Tue,7,07:51,Yishun,Bugis,12.2,1609,07:18,SHY2377,Mini Cab,4,2,22.53,11564,Amy Zhong
2724,2-Jan-24,Tue,7,07:51,Chinatown,Rocher,2.3,354,07:57,SHX4872,Mini Cab,4,2,7.13,10403,James Goh
2725,2-Jan-24,Tue,7,07:53,Meyer,Rocher,16.3,2094,08:27,SHY8754,Maxi Cab,6,6,31.74,11932,Peter Gan
2726,2-Jan-24,Tue,7,07:53,Hong Leong Garden,Novena,3.4,763,07:06,SHX4463,Premier,4,4,10.8,10222,Janice Che
2727,2-Jan-24,Tue,7,07:53,Anson,Eunos,15.9,2401,08:32,SHY2103,Mini Cab,4,3,29.78,12276,Rodney 
2728,2-Jan-24,Tue,7,07:53,Havelock Road,Seletar,8.3,1458,07:18,SHX7005,Standard,4,3,19.56,10336,June Xu
2729,2-Jan-24,Tue,7,07:54,Springleaf,Upper Thomson,1.5,465,07:02,SHX0694,Standard,4,3,6.76,10795,Elliot Chong
2730,2-Jan-24,Tue,7,07:55,Serangoon Garden,Potong Pasir,3.9,815,07:09,SHY3709,Premier,4,1,11.12,11824,Gillian Qiu
2731,2-Jan-24,Tue,7,07:55,Braddell,Bouna Vista,15.6,2714,08:39,SHY2458,Premier,4,4,33.91,11498,Faizia Abdullah
2732,2-Jan-24,Tue,7,07:55,Admiralty Drive,Flora,8.6,1539,07:21,SHY7172,Standard,4,3,18.94,12044,Molly Cai
2733,2-Jan-24,Tue,7,07:55,Alexandra,Middle Road,5.1,876,07:10,SHZ1715,Standard,4,3,13.53,10586,Margaret Tanaka
2734,2-Jan-24,Tue,7,07:56,Bukit Batok ,Dover,4,777,07:09,SHX9313,Standard,4,4,11.59,10761,Amanda Leng
2735,2-Jan-24,Tue,7,07:56,Ulu Pandan,Hume Avenue,1.3,432,07:03,SHX0941,Premier,5,1,6.34,10001,Raymond Goh
2736,2-Jan-24,Tue,7,07:56,Hougang,Braddell,3.2,677,07:07,SHZ7886,Standard,4,2,9.17,11210,Jake Teh
2737,2-Jan-24,Tue,7,07:56,Changi,Dairy Farm,30.9,3669,08:56,SHX8923,Standard,4,4,60.27,11247,Jennifer Zheng
2738,2-Jan-24,Tue,7,07:56,Boat Quay,Bedok,14.9,1889,08:27,SHZ1715,Standard,4,1,28.98,10185,Ruth Xin
2739,2-Jan-24,Tue,7,07:57,Bayshore,Choa Chu Kang,31.1,3935,08:01,SHX4299,Maxi Cab,6,4,51.52,11070,Valerie Xiong
2740,2-Jan-24,Tue,7,07:57,Sims,Sengkang,4.5,831,07:11,SHY8005,Standard,4,3,12.21,12400,Harriet Lye
2741,2-Jan-24,Tue,7,07:57,Queenstown,Balestier,5,788,07:10,SHY5480,Standard,4,1,12.87,10977,Charles Kung
2742,2-Jan-24,Tue,7,07:58,Tuas,Chai Chee,26.6,4282,08:08,SHY3029,Mini Cab,4,1,59.91,10434,Paul Chin
2743,2-Jan-24,Tue,7,07:58,Braddell,Chai Chee,10,1512,08:22,SHX5836,Mini Cab,4,1,23.83,10518,Jay Bera
2744,2-Jan-24,Tue,7,07:58,Bishan,Simei,10.7,1728,08:26,SHY6515,Standard,4,1,24.17,10543,Clifford Hwang
2745,2-Jan-24,Tue,7,07:59,Harbourfront,Balestier,3.6,602,07:09,SHX4904,Standard,4,1,10.34,10579,Clive Qian
2746,2-Jan-24,Tue,7,07:59,Balestier,Woodlands,4.2,812,07:12,SHZ5870,Premier,4,4,13,12187,Sean Miao
2747,2-Jan-24,Tue,7,07:59,Eastwood,Joo Chiat,2.4,476,07:07,SHY9217,Standard,4,1,7.63,10879,Stuart Ching
2748,2-Jan-24,Tue,7,07:59,Changi,Ponggol,10.3,1528,08:24,SHX4064,Standard,4,1,21.9,11076,Heidi Lam
2749,2-Jan-24,Tue,7,07:59,Woodlands,Sengkang,1.8,424,07:06,SHY4138,Standard,4,2,6.46,11074,Nora Lee
2750,2-Jan-24,Tue,7,07:59,Woodlands,City Hall,11.5,1665,08:26,SHX3161,Standard,4,2,25.47,12003,Ruby Tsui
2751,2-Jan-24,Tue,7,07:59,High Street,Suntec City,3,634,07:10,SHX5620,Mini Cab,4,1,9.14,12112,Alice Pang
2752,2-Jan-24,Tue,7,07:00,Katong,Pasir Ris,4.4,629,07:10,SHZ6643,Limosine,4,1,11.73,12168,Wahida Rafiq
2753,2-Jan-24,Tue,7,07:00,Chai Chee,Bugis,18.4,2418,08:39,SHZ7647,Standard,4,1,33.79,11694,Carl Chi
2754,2-Jan-24,Tue,7,07:00,Tanglin,Dover,4.3,715,07:12,SHX5447,Mini Cab,4,1,11.15,10831,Sarah Liang
2755,2-Jan-24,Tue,7,07:00,Ang Mo Kio,Ponggol,2.4,542,07:10,SHX9762,Standard,4,4,7.92,11927,Timothy Loke
2756,2-Jan-24,Tue,7,07:01,Seletar,Upper Thomson,16.4,2666,08:44,SHY0337,Maxi Cab,6,1,33.12,11065,Louisa Yun
2757,2-Jan-24,Tue,7,07:01,Simei,Bugis,18.3,1860,08:31,SHZ6738,Standard,4,1,38.05,12336,Norma Lang
2758,2-Jan-24,Tue,7,07:01,Yishun,Bukit Batok ,25.1,3886,08:05,SHX1271,Maxi Cab,6,4,51.51,10640,Tracy Gan
2759,2-Jan-24,Tue,7,07:01,Boat Quay,Paya Lebar ,11.9,1687,08:28,SHZ6247,Mini Cab,3,2,25.85,11253,Alok Subramanian
2760,2-Jan-24,Tue,7,07:02,Yio Chu Kang,Serangoon Road,3.7,667,07:13,SHY6817,Standard,4,2,10.43,12055,Eleanor Tan
2761,2-Jan-24,Tue,7,07:02,Harbourfront,Dover,13.2,1748,08:30,SHX1855,Mini Cab,3,1,26.78,11477,Ashley Sim
2762,2-Jan-24,Tue,7,07:02,Katong,River Valley,11.3,1716,08:29,SHX5415,Standard,4,1,27.3,11178,Judith Gong
2763,2-Jan-24,Tue,7,07:03,West Coast,Boat Quay,13.5,1690,08:30,SHY4222,Limosine,4,1,27.54,10632,Martin Leong
2764,2-Jan-24,Tue,7,07:03,Suntec City,Shenton Way,4.3,815,07:17,SHZ6559,Mini Cab,4,4,12,12426,Teresa Ow
2765,2-Jan-24,Tue,7,07:03,Tuas,Bukit Timah,8.6,944,07:19,SHX5867,Standard,4,4,19.01,11012,Peter Heng
2766,2-Jan-24,Tue,7,07:03,Tanglin,Tagore,3.4,668,07:14,SHY6162,Standard,4,2,9.7,12140,Graham So
2767,2-Jan-24,Tue,7,07:03,Paya Lebar ,Joo Chiat,3.2,629,07:14,SHX4630,Standard,4,1,9.68,11724,Dennis Seo
2768,2-Jan-24,Tue,7,07:04,Tengah,Novena,7.6,1048,07:21,SHY1437,Mini Cab,3,3,18.69,11137,Nicholas Lou
2769,2-Jan-24,Tue,7,07:05,Katong,Queenstown,13.3,1360,08:27,SHX1855,Mini Cab,3,1,25.8,11552,Lavanya Gola
2770,2-Jan-24,Tue,7,07:06,Simei,Admiralty Drive,7.7,971,07:22,SHY0063,Premier,5,3,14.24,11379,Margery Huang
2771,2-Jan-24,Tue,7,07:06,Katong,Jurong,28.5,3391,08:01,SHX7524,Standard,4,1,53,11885,Millicent Tan
2772,2-Jan-24,Tue,7,07:06,Keppel,Beach Road,5,867,07:21,SHY7734,Maxi Cab,6,1,10.84,11893,Craig Phang
2773,2-Jan-24,Tue,7,07:06,Hougang,Holland Road,14.7,1795,08:35,SHX7757,Maxi Cab,6,4,30.31,12176,Stephen Poon
2774,2-Jan-24,Tue,7,07:06,Eunos,Holland Road,18.5,2304,08:44,SHX8712,Maxi Cab,7,1,33.8,11807,Ibrahim Daoud
2775,2-Jan-24,Tue,7,07:08,Chai Chee,Woodlands,8.3,1060,08:25,SHZ5684,Limosine,4,2,19.51,12304,Anita Jiang
2776,2-Jan-24,Tue,7,07:08,Middle Road,Kranji,12.8,2130,08:43,SHZ6247,Mini Cab,3,2,28.28,10286,Doris Choi
2777,2-Jan-24,Tue,7,07:08,Cairnhill,Keppel,2.3,626,07:19,SHZ9148,Limosine,4,3,8.51,10993,Ali Ebrahim
2778,2-Jan-24,Tue,7,07:09,Bencoolen Road,Moulmein,6.7,883,08:23,SHY4510,Standard,4,3,13.85,10603,Francis Zhu
2779,2-Jan-24,Tue,7,07:09,West Coast,Upper East Coast,26.9,2812,08:55,SHY5709,Standard,4,1,50.25,10737,Howard Choi
2780,2-Jan-24,Tue,7,07:09,Amber Road,Kranji,6.7,1098,08:27,SHY6459,Standard,4,2,16.53,12376,Leslie Kuang
2781,2-Jan-24,Tue,7,07:10,Havelock Road,Tanglin,7.5,792,08:22,SHY9585,Standard,4,2,14.01,10184,Terence Cho
2782,2-Jan-24,Tue,7,07:10,Amber Road,Dairy Farm,27.5,3958,08:15,SHY8754,Maxi Cab,6,3,55.15,11415,Wilfred Sheng
2783,2-Jan-24,Tue,7,07:10,Balestier,Eastwood,11.3,1628,08:36,SHY7172,Standard,4,4,22.24,12302,James Chow
2784,2-Jan-24,Tue,7,07:10,Admiralty Road,Sentosa,8.1,1286,08:31,SHY6515,Standard,4,3,19.88,10119,Richard Qi
2785,2-Jan-24,Tue,7,07:11,Grange Road,Hume Avenue,6.3,1117,08:28,SHX1954,Standard,4,4,16.83,10843,Ellen Ling
2786,2-Jan-24,Tue,7,07:11,Seletar,Joo Chiat,7.6,1325,08:32,SHY4078,Standard,4,3,17.86,12079,Joy Sim
2787,2-Jan-24,Tue,7,07:11,Raffles Place,Katong,13.8,2066,08:45,SHY5511,Premier,5,4,30.4,11095,Mary Jiang
2788,2-Jan-24,Tue,7,07:11,Watten Estate,Grange Road,3.6,532,07:20,SHY4144,Maxi Cab,7,7,9.77,10489,Melvyn Leung
2789,2-Jan-24,Tue,7,07:11,Bukit Timah,Geylang,19.8,3302,08:05,SHX0941,Premier,5,2,36.66,11009,Georgia Cheng
2790,2-Jan-24,Tue,7,07:12,Seletar,Bishan,1.8,428,07:19,SHY4388,Standard,4,2,6.71,11686,Adrian Yee
2791,2-Jan-24,Tue,7,07:12,Clementi Park,Kew Drive,26.8,2636,08:55,SHZ8441,Standard,4,4,44.95,11004,Leah Tao
2792,2-Jan-24,Tue,7,07:12,North Bridge Road,Sentosa,7.1,1035,08:28,SHX4064,Standard,4,2,15.96,11412,Alan Chao
2793,2-Jan-24,Tue,7,07:12,Admiralty Drive,Admiralty Road,1.9,490,07:20,SHX0915,Standard,4,1,7.22,11752,Mavis Lou
2794,2-Jan-24,Tue,7,07:12,Bouna Vista,People’s Park,10,1114,08:30,SHY4624,Maxi Cab,6,4,22.8,11613,Michael Teo
2795,2-Jan-24,Tue,7,07:12,Moulmein,Woodgrove,16.7,2214,08:48,SHX3051,Premier,4,4,33.55,12022,Ryan Loo
